North-western,Kurunegala,Giribawa,Jayanthipura
North-western,Kurunegala,Giribawa,Bambare
North-western,Kurunegala,Giribawa,Sandagala Palatha
North-western,Kurunegala,Giribawa,Perakumpura
North-western,Kurunegala,Giribawa,Solepura
North-western,Kurunegala,Giribawa,Halmillagala
North-western,Kurunegala,Giribawa,Thimbiripokuna
North-western,Kurunegala,Giribawa,Serasumgala
North-western,Kurunegala,Giribawa,Kokmaduwa
North-western,Kurunegala,Giribawa,Orugala
North-western,Kurunegala,Giribawa,Mahasenpura
North-western,Kurunegala,Giribawa,Weerapokuna
North-western,Kurunegala,Giribawa,Hasthirajapura
North-western,Kurunegala,Giribawa,Thammitagama
North-western,Kurunegala,Giribawa,Damsopura
North-western,Kurunegala,Giribawa,Solewewa
North-western,Kurunegala,Giribawa,Pathane Wewa
North-western,Kurunegala,Giribawa,Abhayapura
North-western,Kurunegala,Giribawa,Sangabopura
North-western,Kurunegala,Giribawa,Gurulupitigama
North-western,Kurunegala,Giribawa,Warawewa
North-western,Kurunegala,Giribawa,Pothana
North-western,Kurunegala,Giribawa,Pahala Giribawa
North-western,Kurunegala,Giribawa,Ihala Giribawa
North-western,Kurunegala,Giribawa,Weragala
North-western,Kurunegala,Giribawa,Ihala Maradankadawala
North-western,Kurunegala,Giribawa,Hettiarachchigama
North-western,Kurunegala,Giribawa,Gampola
North-western,Kurunegala,Giribawa,Aliyawetunawewa
North-western,Kurunegala,Giribawa,Thambutta
North-western,Kurunegala,Giribawa,Thammennawa
North-western,Kurunegala,Giribawa,Mailewa
North-western,Kurunegala,Giribawa,Madige
North-western,Kurunegala,Giribawa,Wannikudawewa
North-western,Kurunegala,Giribawa,Sangappalaya
North-western,Kurunegala,Galgamuwa,Medagama
North-western,Kurunegala,Galgamuwa,Walagambapura
North-western,Kurunegala,Galgamuwa,Gemunupura
North-western,Kurunegala,Galgamuwa,Ethiniwetunugala
North-western,Kurunegala,Galgamuwa,Thissapura
North-western,Kurunegala,Galgamuwa,Medagama East
North-western,Kurunegala,Galgamuwa,Senarathgama
North-western,Kurunegala,Galgamuwa,Kumbukwewa
North-western,Kurunegala,Galgamuwa,Mahagalkadawala
North-western,Kurunegala,Galgamuwa,Usgala Siyambalangamuwa
North-western,Kurunegala,Galgamuwa,Kepela
North-western,Kurunegala,Galgamuwa,Bandaragama
North-western,Kurunegala,Galgamuwa,Ganangamuwa
North-western,Kurunegala,Galgamuwa,Padavigama
North-western,Kurunegala,Galgamuwa,Meegalewa
North-western,Kurunegala,Galgamuwa,Lassanagama
North-western,Kurunegala,Galgamuwa,Track 4 Usgala
North-western,Kurunegala,Galgamuwa,Jayalanda
North-western,Kurunegala,Galgamuwa,Padipanchawa
North-western,Kurunegala,Galgamuwa,Buduruwakanda
